reception_time,controller,order,n,lsg,answer,correct,time,grammatical
1645608303,AcceptabilityJudgment,32,0,13,,,,1
1645608303,AcceptabilityJudgment,32,0,13,7,NULL,7214,1
1645608303,AcceptabilityJudgment,47,0,20,,,,0
1645608303,AcceptabilityJudgment,47,0,20,1,NULL,4714,0
1645608303,AcceptabilityJudgment,43,0,18,,,,1
1645608303,AcceptabilityJudgment,43,0,18,7,NULL,11111,1
1645608303,AcceptabilityJudgment,52,0,23,,,,0
1645608303,AcceptabilityJudgment,52,0,23,1,NULL,5244,0
1645608303,AcceptabilityJudgment,40,0,17,,,,1
1645608303,AcceptabilityJudgment,40,0,17,6,NULL,9659,1
1645608303,AcceptabilityJudgment,51,0,22,,,,0
1645608303,AcceptabilityJudgment,51,0,22,1,NULL,5761,0
1645608303,AcceptabilityJudgment,35,0,14,,,,1
1645608303,AcceptabilityJudgment,35,0,14,6,NULL,6303,1
1645608303,AcceptabilityJudgment,55,0,24,,,,0
1645608303,AcceptabilityJudgment,55,0,24,1,NULL,6343,0
1645608336,AcceptabilityJudgment,32,0,13,,,,1
1645608336,AcceptabilityJudgment,32,0,13,5,NULL,58576,1
1645608336,AcceptabilityJudgment,47,0,20,,,,0
1645608336,AcceptabilityJudgment,47,0,20,1,NULL,14654,0
1645608336,AcceptabilityJudgment,35,0,14,,,,1
1645608336,AcceptabilityJudgment,35,0,14,6,NULL,28377,1
1645608336,AcceptabilityJudgment,51,0,22,,,,0
1645608336,AcceptabilityJudgment,51,0,22,1,NULL,13813,0
1645608336,AcceptabilityJudgment,43,0,18,,,,1
1645608336,AcceptabilityJudgment,43,0,18,7,NULL,14835,1
1645608336,AcceptabilityJudgment,52,0,23,,,,0
1645608336,AcceptabilityJudgment,52,0,23,1,NULL,11584,0
1645608336,AcceptabilityJudgment,36,0,15,,,,1
1645608336,AcceptabilityJudgment,36,0,15,7,NULL,14721,1
1645608336,AcceptabilityJudgment,44,0,19,,,,0
1645608336,AcceptabilityJudgment,44,0,19,1,NULL,3364,0
1645608336,AcceptabilityJudgment,39,0,16,,,,1
1645608336,AcceptabilityJudgment,39,0,16,4,NULL,15687,1
1645608336,AcceptabilityJudgment,55,0,24,,,,0
1645608336,AcceptabilityJudgment,55,0,24,1,NULL,8528,0
1645608336,AcceptabilityJudgment,40,0,17,,,,1
1645608336,AcceptabilityJudgment,40,0,17,6,NULL,21852,1
1645608336,AcceptabilityJudgment,48,0,21,,,,0
1645608336,AcceptabilityJudgment,48,0,21,1,NULL,2911,0
1645608561,AcceptabilityJudgment,53,0,23,,,,0
1645608561,AcceptabilityJudgment,53,0,23,1,NULL,6988,0
1645608561,AcceptabilityJudgment,42,0,18,,,,1
1645608561,AcceptabilityJudgment,42,0,18,7,NULL,7389,1
1645608561,AcceptabilityJudgment,50,0,22,,,,0
1645608561,AcceptabilityJudgment,50,0,22,1,NULL,3351,0
1645608561,AcceptabilityJudgment,34,0,14,,,,1
1645608561,AcceptabilityJudgment,34,0,14,7,NULL,4273,1
1645608561,AcceptabilityJudgment,45,0,19,,,,0
1645608561,AcceptabilityJudgment,45,0,19,1,NULL,2926,0
1645608561,AcceptabilityJudgment,38,0,16,,,,1
1645608561,AcceptabilityJudgment,38,0,16,7,NULL,4599,1
1645608561,AcceptabilityJudgment,54,0,24,,,,0
1645608561,AcceptabilityJudgment,54,0,24,1,NULL,3207,0
1645608561,AcceptabilityJudgment,33,0,13,,,,1
1645608561,AcceptabilityJudgment,33,0,13,7,NULL,9994,1
1645608561,AcceptabilityJudgment,46,0,20,,,,0
1645608561,AcceptabilityJudgment,46,0,20,1,NULL,5784,0
1645608561,AcceptabilityJudgment,37,0,15,,,,1
1645608561,AcceptabilityJudgment,37,0,15,7,NULL,7353,1
1645608561,AcceptabilityJudgment,49,0,21,,,,0
1645608561,AcceptabilityJudgment,49,0,21,1,NULL,2205,0
1645608561,AcceptabilityJudgment,41,0,17,,,,1
1645608561,AcceptabilityJudgment,41,0,17,7,NULL,3617,1
1645611204,AcceptabilityJudgment,41,0,17,,,,1
1645611204,AcceptabilityJudgment,41,0,17,7,NULL,20441,1
1645611204,AcceptabilityJudgment,49,0,21,,,,0
1645611204,AcceptabilityJudgment,49,0,21,2,NULL,6368,0
1645611204,AcceptabilityJudgment,34,0,14,,,,1
1645611204,AcceptabilityJudgment,34,0,14,6,NULL,3634,1
1645611204,AcceptabilityJudgment,53,0,23,,,,0
1645611204,AcceptabilityJudgment,53,0,23,2,NULL,4402,0
1645611204,AcceptabilityJudgment,33,0,13,,,,1
1645611204,AcceptabilityJudgment,33,0,13,6,NULL,13358,1
1645611204,AcceptabilityJudgment,54,0,24,,,,0
1645611204,AcceptabilityJudgment,54,0,24,1,NULL,6767,0
1645611204,AcceptabilityJudgment,38,0,16,,,,1
1645611204,AcceptabilityJudgment,38,0,16,7,NULL,8679,1
1645611204,AcceptabilityJudgment,46,0,20,,,,0
1645611204,AcceptabilityJudgment,46,0,20,1,NULL,7049,0
1645611204,AcceptabilityJudgment,42,0,18,,,,1
1645611204,AcceptabilityJudgment,42,0,18,6,NULL,10595,1
1645611204,AcceptabilityJudgment,45,0,19,,,,0
1645611204,AcceptabilityJudgment,45,0,19,1,NULL,4802,0
1645611204,AcceptabilityJudgment,37,0,15,,,,1
1645611204,AcceptabilityJudgment,37,0,15,5,NULL,6318,1
1645611204,AcceptabilityJudgment,50,0,22,,,,0
1645611204,AcceptabilityJudgment,50,0,22,2,NULL,7199,0
1645611285,AcceptabilityJudgment,41,0,17,,,,1
1645611285,AcceptabilityJudgment,41,0,17,5,NULL,14039,1
1645611285,AcceptabilityJudgment,46,0,20,,,,0
1645611285,AcceptabilityJudgment,46,0,20,1,NULL,2744,0
1645611285,AcceptabilityJudgment,34,0,14,,,,1
1645611285,AcceptabilityJudgment,34,0,14,7,NULL,8292,1
1645611285,AcceptabilityJudgment,54,0,24,,,,0
1645611285,AcceptabilityJudgment,54,0,24,1,NULL,3720,0
1645611285,AcceptabilityJudgment,42,0,18,,,,1
1645611285,AcceptabilityJudgment,42,0,18,7,NULL,3195,1
1645611285,AcceptabilityJudgment,50,0,22,,,,0
1645611285,AcceptabilityJudgment,50,0,22,1,NULL,3660,0
1645611285,AcceptabilityJudgment,38,0,16,,,,1
1645611285,AcceptabilityJudgment,38,0,16,7,NULL,1890,1
1645611285,AcceptabilityJudgment,53,0,23,,,,0
1645611285,AcceptabilityJudgment,53,0,23,1,NULL,39021,0
1645611285,AcceptabilityJudgment,33,0,13,,,,1
1645611285,AcceptabilityJudgment,33,0,13,7,NULL,10791,1
1645611285,AcceptabilityJudgment,49,0,21,,,,0
1645611285,AcceptabilityJudgment,49,0,21,1,NULL,2726,0
1645611285,AcceptabilityJudgment,37,0,15,,,,1
1645611285,AcceptabilityJudgment,37,0,15,1,NULL,3240,1
1645611285,AcceptabilityJudgment,45,0,19,,,,0
1645611285,AcceptabilityJudgment,45,0,19,1,NULL,2845,0
1645615089,AcceptabilityJudgment,54,0,24,,,,0
1645615089,AcceptabilityJudgment,54,0,24,1,NULL,6508,0
1645615089,AcceptabilityJudgment,42,0,18,,,,1
1645615089,AcceptabilityJudgment,42,0,18,7,NULL,7029,1
1645615089,AcceptabilityJudgment,45,0,19,,,,0
1645615089,AcceptabilityJudgment,45,0,19,3,NULL,6616,0
1645615089,AcceptabilityJudgment,41,0,17,,,,1
1645615089,AcceptabilityJudgment,41,0,17,7,NULL,5555,1
1645615089,AcceptabilityJudgment,49,0,21,,,,0
1645615089,AcceptabilityJudgment,49,0,21,1,NULL,4923,0
1645615089,AcceptabilityJudgment,38,0,16,,,,1
1645615089,AcceptabilityJudgment,38,0,16,7,NULL,3452,1
1645615089,AcceptabilityJudgment,46,0,20,,,,0
1645615089,AcceptabilityJudgment,46,0,20,1,NULL,5103,0
1645615089,AcceptabilityJudgment,34,0,14,,,,1
1645615089,AcceptabilityJudgment,34,0,14,7,NULL,6095,1
1645615089,AcceptabilityJudgment,50,0,22,,,,0
1645615089,AcceptabilityJudgment,50,0,22,1,NULL,6235,0
1645615089,AcceptabilityJudgment,37,0,15,,,,1
1645615089,AcceptabilityJudgment,37,0,15,6,NULL,5253,1
1645615089,AcceptabilityJudgment,53,0,23,,,,0
1645615089,AcceptabilityJudgment,53,0,23,4,NULL,8207,0
1645615089,AcceptabilityJudgment,33,0,13,,,,1
1645615089,AcceptabilityJudgment,33,0,13,7,NULL,7106,1
1645615675,AcceptabilityJudgment,36,0,15,,,,1
1645615675,AcceptabilityJudgment,36,0,15,7,NULL,26729,1
1645615675,AcceptabilityJudgment,51,0,22,,,,0
1645615675,AcceptabilityJudgment,51,0,22,1,NULL,14565,0
1645615675,AcceptabilityJudgment,32,0,13,,,,1
1645615675,AcceptabilityJudgment,32,0,13,3,NULL,42975,1
1645615675,AcceptabilityJudgment,52,0,23,,,,0
1645615675,AcceptabilityJudgment,52,0,23,1,NULL,16783,0
1645615675,AcceptabilityJudgment,39,0,16,,,,1
1645615675,AcceptabilityJudgment,39,0,16,6,NULL,17132,1
1645615675,AcceptabilityJudgment,47,0,20,,,,0
1645615675,AcceptabilityJudgment,47,0,20,2,NULL,23816,0
1645615675,AcceptabilityJudgment,35,0,14,,,,1
1645615675,AcceptabilityJudgment,35,0,14,6,NULL,18612,1
1645615675,AcceptabilityJudgment,55,0,24,,,,0
1645615675,AcceptabilityJudgment,55,0,24,3,NULL,21741,0
1645615675,AcceptabilityJudgment,40,0,17,,,,1
1645615675,AcceptabilityJudgment,40,0,17,6,NULL,21326,1
1645615675,AcceptabilityJudgment,48,0,21,,,,0
1645615675,AcceptabilityJudgment,48,0,21,2,NULL,10674,0
1645615675,AcceptabilityJudgment,43,0,18,,,,1
1645615675,AcceptabilityJudgment,43,0,18,6,NULL,20822,1
1645615675,AcceptabilityJudgment,44,0,19,,,,0
1645615675,AcceptabilityJudgment,44,0,19,2,NULL,24942,0
1645616756,AcceptabilityJudgment,36,0,15,,,,1
1645616756,AcceptabilityJudgment,36,0,15,7,NULL,12718,1
1645616756,AcceptabilityJudgment,44,0,19,,,,0
1645616756,AcceptabilityJudgment,44,0,19,1,NULL,3641,0
1645616756,AcceptabilityJudgment,39,0,16,,,,1
1645616756,AcceptabilityJudgment,39,0,16,2,NULL,9590,1
1645616756,AcceptabilityJudgment,51,0,22,,,,0
1645616756,AcceptabilityJudgment,51,0,22,1,NULL,9240,0
1645616756,AcceptabilityJudgment,40,0,17,,,,1
1645616756,AcceptabilityJudgment,40,0,17,7,NULL,8035,1
1645616756,AcceptabilityJudgment,47,0,20,,,,0
1645616756,AcceptabilityJudgment,47,0,20,2,NULL,6970,0
1645616756,AcceptabilityJudgment,43,0,18,,,,1
1645616756,AcceptabilityJudgment,43,0,18,7,NULL,45732,1
1645616756,AcceptabilityJudgment,55,0,24,,,,0
1645616756,AcceptabilityJudgment,55,0,24,2,NULL,18656,0
1645616756,AcceptabilityJudgment,32,0,13,,,,1
1645616756,AcceptabilityJudgment,32,0,13,7,NULL,5951,1
1645616756,AcceptabilityJudgment,52,0,23,,,,0
1645616756,AcceptabilityJudgment,52,0,23,1,NULL,4325,0
1645616756,AcceptabilityJudgment,35,0,14,,,,1
1645616756,AcceptabilityJudgment,35,0,14,7,NULL,27992,1
1645616756,AcceptabilityJudgment,48,0,21,,,,0
1645616756,AcceptabilityJudgment,48,0,21,1,NULL,15336,0
1645621482,AcceptabilityJudgment,34,0,14,,,,1
1645621482,AcceptabilityJudgment,34,0,14,7,NULL,7196,1
1645621482,AcceptabilityJudgment,45,0,19,,,,0
1645621482,AcceptabilityJudgment,45,0,19,1,NULL,10003,0
1645621482,AcceptabilityJudgment,37,0,15,,,,1
1645621482,AcceptabilityJudgment,37,0,15,7,NULL,6233,1
1645621482,AcceptabilityJudgment,49,0,21,,,,0
1645621482,AcceptabilityJudgment,49,0,21,3,NULL,12392,0
1645621482,AcceptabilityJudgment,33,0,13,,,,1
1645621482,AcceptabilityJudgment,33,0,13,7,NULL,7266,1
1645621482,AcceptabilityJudgment,46,0,20,,,,0
1645621482,AcceptabilityJudgment,46,0,20,3,NULL,11641,0
1645621482,AcceptabilityJudgment,42,0,18,,,,1
1645621482,AcceptabilityJudgment,42,0,18,7,NULL,6393,1
1645621482,AcceptabilityJudgment,53,0,23,,,,0
1645621482,AcceptabilityJudgment,53,0,23,7,NULL,4593,0
1645621482,AcceptabilityJudgment,38,0,16,,,,1
1645621482,AcceptabilityJudgment,38,0,16,7,NULL,4347,1
1645621482,AcceptabilityJudgment,54,0,24,,,,0
1645621482,AcceptabilityJudgment,54,0,24,3,NULL,5039,0
1645621482,AcceptabilityJudgment,41,0,17,,,,1
1645621482,AcceptabilityJudgment,41,0,17,7,NULL,8551,1
1645621482,AcceptabilityJudgment,50,0,22,,,,0
1645621482,AcceptabilityJudgment,50,0,22,3,NULL,9535,0
1645621818,AcceptabilityJudgment,40,0,17,,,,1
1645621818,AcceptabilityJudgment,40,0,17,4,NULL,18312,1
1645621818,AcceptabilityJudgment,48,0,21,,,,0
1645621818,AcceptabilityJudgment,48,0,21,1,NULL,5368,0
1645621818,AcceptabilityJudgment,39,0,16,,,,1
1645621818,AcceptabilityJudgment,39,0,16,5,NULL,14197,1
1645621818,AcceptabilityJudgment,55,0,24,,,,0
1645621818,AcceptabilityJudgment,55,0,24,1,NULL,9098,0
1645621818,AcceptabilityJudgment,43,0,18,,,,1
1645621818,AcceptabilityJudgment,43,0,18,7,NULL,13582,1
1645621818,AcceptabilityJudgment,44,0,19,,,,0
1645621818,AcceptabilityJudgment,44,0,19,1,NULL,3699,0
1645621818,AcceptabilityJudgment,36,0,15,,,,1
1645621818,AcceptabilityJudgment,36,0,15,7,NULL,10707,1
1645621818,AcceptabilityJudgment,47,0,20,,,,0
1645621818,AcceptabilityJudgment,47,0,20,1,NULL,5129,0
1645621818,AcceptabilityJudgment,32,0,13,,,,1
1645621818,AcceptabilityJudgment,32,0,13,7,NULL,5208,1
1645621818,AcceptabilityJudgment,52,0,23,,,,0
1645621818,AcceptabilityJudgment,52,0,23,1,NULL,13448,0
1645621818,AcceptabilityJudgment,35,0,14,,,,1
1645621818,AcceptabilityJudgment,35,0,14,7,NULL,10672,1
1645621818,AcceptabilityJudgment,51,0,22,,,,0
1645621818,AcceptabilityJudgment,51,0,22,1,NULL,8009,0
1645623349,AcceptabilityJudgment,48,0,21,,,,0
1645623349,AcceptabilityJudgment,48,0,21,1,NULL,5078,0
1645623349,AcceptabilityJudgment,36,0,15,,,,1
1645623349,AcceptabilityJudgment,36,0,15,7,NULL,7513,1
1645623349,AcceptabilityJudgment,51,0,22,,,,0
1645623349,AcceptabilityJudgment,51,0,22,1,NULL,9154,0
1645623349,AcceptabilityJudgment,35,0,14,,,,1
1645623349,AcceptabilityJudgment,35,0,14,7,NULL,3463,1
1645623349,AcceptabilityJudgment,55,0,24,,,,0
1645623349,AcceptabilityJudgment,55,0,24,1,NULL,5916,0
1645623349,AcceptabilityJudgment,39,0,16,,,,1
1645623349,AcceptabilityJudgment,39,0,16,6,NULL,14412,1
1645623349,AcceptabilityJudgment,52,0,23,,,,0
1645623349,AcceptabilityJudgment,52,0,23,1,NULL,7395,0
1645623349,AcceptabilityJudgment,43,0,18,,,,1
1645623349,AcceptabilityJudgment,43,0,18,7,NULL,3568,1
1645623349,AcceptabilityJudgment,44,0,19,,,,0
1645623349,AcceptabilityJudgment,44,0,19,1,NULL,4706,0
1645623349,AcceptabilityJudgment,40,0,17,,,,1
1645623349,AcceptabilityJudgment,40,0,17,6,NULL,10152,1
1645623349,AcceptabilityJudgment,47,0,20,,,,0
1645623349,AcceptabilityJudgment,47,0,20,1,NULL,3703,0
1645623349,AcceptabilityJudgment,32,0,13,,,,1
1645623349,AcceptabilityJudgment,32,0,13,7,NULL,3031,1
1645639395,AcceptabilityJudgment,55,0,24,,,,0
1645639395,AcceptabilityJudgment,55,0,24,1,NULL,19208,0
1645639395,AcceptabilityJudgment,32,0,13,,,,1
1645639395,AcceptabilityJudgment,32,0,13,3,NULL,23160,1
1645639395,AcceptabilityJudgment,52,0,23,,,,0
1645639395,AcceptabilityJudgment,52,0,23,1,NULL,22779,0
1645639395,AcceptabilityJudgment,39,0,16,,,,1
1645639395,AcceptabilityJudgment,39,0,16,3,NULL,39156,1
1645639395,AcceptabilityJudgment,47,0,20,,,,0
1645639395,AcceptabilityJudgment,47,0,20,1,NULL,13979,0
1645639395,AcceptabilityJudgment,36,0,15,,,,1
1645639395,AcceptabilityJudgment,36,0,15,7,NULL,16118,1
1645639395,AcceptabilityJudgment,48,0,21,,,,0
1645639395,AcceptabilityJudgment,48,0,21,7,NULL,1442,0
1645639395,AcceptabilityJudgment,35,0,14,,,,1
1645639395,AcceptabilityJudgment,35,0,14,7,NULL,22054,1
1645639395,AcceptabilityJudgment,44,0,19,,,,0
1645639395,AcceptabilityJudgment,44,0,19,1,NULL,4986,0
1645639395,AcceptabilityJudgment,40,0,17,,,,1
1645639395,AcceptabilityJudgment,40,0,17,4,NULL,31247,1
1645639395,AcceptabilityJudgment,51,0,22,,,,0
1645639395,AcceptabilityJudgment,51,0,22,1,NULL,16949,0
1645639395,AcceptabilityJudgment,43,0,18,,,,1
1645639395,AcceptabilityJudgment,43,0,18,7,NULL,20718,1
1645642256,AcceptabilityJudgment,37,0,15,,,,1
1645642256,AcceptabilityJudgment,37,0,15,2,NULL,13557,1
1645642256,AcceptabilityJudgment,49,0,21,,,,0
1645642256,AcceptabilityJudgment,49,0,21,1,NULL,7343,0
1645642256,AcceptabilityJudgment,38,0,16,,,,1
1645642256,AcceptabilityJudgment,38,0,16,7,NULL,3044,1
1645642256,AcceptabilityJudgment,53,0,23,,,,0
1645642256,AcceptabilityJudgment,53,0,23,1,NULL,8532,0
1645642256,AcceptabilityJudgment,34,0,14,,,,1
1645642256,AcceptabilityJudgment,34,0,14,7,NULL,6957,1
1645642256,AcceptabilityJudgment,45,0,19,,,,0
1645642256,AcceptabilityJudgment,45,0,19,1,NULL,5676,0
1645642256,AcceptabilityJudgment,42,0,18,,,,1
1645642256,AcceptabilityJudgment,42,0,18,7,NULL,4777,1
1645642256,AcceptabilityJudgment,46,0,20,,,,0
1645642256,AcceptabilityJudgment,46,0,20,1,NULL,3865,0
1645642256,AcceptabilityJudgment,41,0,17,,,,1
1645642256,AcceptabilityJudgment,41,0,17,7,NULL,12238,1
1645642256,AcceptabilityJudgment,54,0,24,,,,0
1645642256,AcceptabilityJudgment,54,0,24,1,NULL,5936,0
1645642256,AcceptabilityJudgment,33,0,13,,,,1
1645642256,AcceptabilityJudgment,33,0,13,7,NULL,6063,1
1645642256,AcceptabilityJudgment,50,0,22,,,,0
1645642256,AcceptabilityJudgment,50,0,22,1,NULL,3765,0
1645645808,AcceptabilityJudgment,36,0,15,,,,1
1645645808,AcceptabilityJudgment,36,0,15,7,NULL,5922,1
1645645808,AcceptabilityJudgment,55,0,24,,,,0
1645645808,AcceptabilityJudgment,55,0,24,1,NULL,5168,0
1645645808,AcceptabilityJudgment,39,0,16,,,,1
1645645808,AcceptabilityJudgment,39,0,16,7,NULL,10430,1
1645645808,AcceptabilityJudgment,51,0,22,,,,0
1645645808,AcceptabilityJudgment,51,0,22,1,NULL,4167,0
1645645808,AcceptabilityJudgment,35,0,14,,,,1
1645645808,AcceptabilityJudgment,35,0,14,7,NULL,5271,1
1645645808,AcceptabilityJudgment,52,0,23,,,,0
1645645808,AcceptabilityJudgment,52,0,23,1,NULL,4150,0
1645645808,AcceptabilityJudgment,40,0,17,,,,1
1645645808,AcceptabilityJudgment,40,0,17,6,NULL,9356,1
1645645808,AcceptabilityJudgment,48,0,21,,,,0
1645645808,AcceptabilityJudgment,48,0,21,1,NULL,4641,0
1645645808,AcceptabilityJudgment,32,0,13,,,,1
1645645808,AcceptabilityJudgment,32,0,13,7,NULL,2950,1
1645645808,AcceptabilityJudgment,44,0,19,,,,0
1645645808,AcceptabilityJudgment,44,0,19,1,NULL,3001,0
1645645808,AcceptabilityJudgment,43,0,18,,,,1
1645645808,AcceptabilityJudgment,43,0,18,7,NULL,5685,1
1645645808,AcceptabilityJudgment,47,0,20,,,,0
1645645808,AcceptabilityJudgment,47,0,20,1,NULL,2347,0
1645646668,AcceptabilityJudgment,53,0,23,,,,0
1645646668,AcceptabilityJudgment,53,0,23,1,NULL,8085,0
1645646668,AcceptabilityJudgment,42,0,18,,,,1
1645646668,AcceptabilityJudgment,42,0,18,7,NULL,7058,1
1645646668,AcceptabilityJudgment,45,0,19,,,,0
1645646668,AcceptabilityJudgment,45,0,19,1,NULL,5876,0
1645646668,AcceptabilityJudgment,33,0,13,,,,1
1645646668,AcceptabilityJudgment,33,0,13,7,NULL,9807,1
1645646668,AcceptabilityJudgment,54,0,24,,,,0
1645646668,AcceptabilityJudgment,54,0,24,1,NULL,4622,0
1645646668,AcceptabilityJudgment,41,0,17,,,,1
1645646668,AcceptabilityJudgment,41,0,17,6,NULL,4041,1
1645646668,AcceptabilityJudgment,46,0,20,,,,0
1645646668,AcceptabilityJudgment,46,0,20,2,NULL,6180,0
1645646668,AcceptabilityJudgment,37,0,15,,,,1
1645646668,AcceptabilityJudgment,37,0,15,1,NULL,11177,1
1645646668,AcceptabilityJudgment,49,0,21,,,,0
1645646668,AcceptabilityJudgment,49,0,21,2,NULL,5330,0
1645646668,AcceptabilityJudgment,34,0,14,,,,1
1645646668,AcceptabilityJudgment,34,0,14,7,NULL,3784,1
1645646668,AcceptabilityJudgment,50,0,22,,,,0
1645646668,AcceptabilityJudgment,50,0,22,1,NULL,3636,0
1645646668,AcceptabilityJudgment,38,0,16,,,,1
1645646668,AcceptabilityJudgment,38,0,16,7,NULL,2343,1
1645650714,AcceptabilityJudgment,52,0,23,,,,0
1645650714,AcceptabilityJudgment,52,0,23,1,NULL,17798,0
1645650714,AcceptabilityJudgment,39,0,16,,,,1
1645650714,AcceptabilityJudgment,39,0,16,7,NULL,6599,1
1645650714,AcceptabilityJudgment,55,0,24,,,,0
1645650714,AcceptabilityJudgment,55,0,24,1,NULL,12488,0
1645650714,AcceptabilityJudgment,35,0,14,,,,1
1645650714,AcceptabilityJudgment,35,0,14,7,NULL,9400,1
1645650714,AcceptabilityJudgment,47,0,20,,,,0
1645650714,AcceptabilityJudgment,47,0,20,1,NULL,4018,0
1645650714,AcceptabilityJudgment,43,0,18,,,,1
1645650714,AcceptabilityJudgment,43,0,18,7,NULL,5123,1
1645650714,AcceptabilityJudgment,44,0,19,,,,0
1645650714,AcceptabilityJudgment,44,0,19,1,NULL,61523,0
1645650714,AcceptabilityJudgment,40,0,17,,,,1
1645650714,AcceptabilityJudgment,40,0,17,6,NULL,229704,1
1645650714,AcceptabilityJudgment,51,0,22,,,,0
1645650714,AcceptabilityJudgment,51,0,22,1,NULL,5611,0
